anchor,positive,negative
168370,55731,87213
223656,221353,33750
222396,8070,47821
60114,225239,228044
227221,161175,17235
151123,225401,63696
11545,157200,228044
199722,214571,9302
200666,170911,210793
226895,8282,34596
215034,170386,23755
60264,8668,133745
172768,33114,154272
212273,221714,1759
206162,110216,135400
224193,131951,227145
227174,119886,157260
226791,168403,231075
9346,172944,105671
215140,143665,44279
147341,196347,74613
60190,55468,174465
227097,35726,175612
48297,51202,60305
227342,172707,44195
175285,223948,228040
54939,2876,67496
92190,30292,3992
171031,10512,38838
155103,226838,221238
227131,226906,69414
9521,9342,39186
35733,35576,6325
216326,35748,9419
160577,208690,71500
205211,145234,165071
212058,223867,42660
6808,131865,65567
215293,135399,26568
35600,60480,206971
226559,125415,229992
216401,30444,128047
184306,9851,177136
139228,55153,89335
9371,55038,177658
169100,206927,69373
215202,60235,79
168308,223652,68785
125441,231381,40255
6943,205125,122887
205515,143843,9968
33923,35206,41335
163069,214941,44478
57310,145346,165652
148396,49809,52405
47522,6479,1809
222396,117163,112480
182329,57937,153904
60038,168486,125464
60071,10587,74121
119618,214443,214583
8043,204777,119887
8087,109881,28994
35126,100762,18515
232000,196357,215836
60170,48319,144855
214201,153737,144956
218128,51790,214937
205697,30821,139817
56183,225485,159405
9242,170229,229444
148378,123669,50722
43064,30597,69326
218202,148015,71604
155501,168259,205499
214397,214406,229598
209923,9294,143701
206973,34308,170931
209854,175284,1584
227156,172748,59219
209892,18423,168283
171075,223393,61387
35527,214959,62960
184650,35670,12918
215305,116836,35434
10763,168397,74406
50242,211392,37875
206987,3366,88163
35536,206119,215147
60211,231381,61106
119988,35747,44599
35790,51467,43968
33385,218196,177096
171137,9407,228349
232252,170964,48604
215316,210002,56490
41952,205555,135408
215092,55660,230638
226913,61658,52079
197847,35727,122535
57925,206116,118565
222083,60063,52240
2840,172904,173440
228428,213168,179523
145163,7984,223943
62292,4316,107745
7748,210184,138921
215098,179496,58693
30838,223648,27150
168328,10583,227053
215316,139330,180541
60059,223638,215278
214363,196600,128033
122656,50216,125448
39750,64845,53072
58505,59715,66615
123630,141997,55660
168338,61934,40412
36925,175154,135282
172758,165302,226802
214704,218140,130158
227399,9313,194569
8706,231359,44176
49252,204412,223157
172739,204150,20928
156834,64902,223140
8182,172754,47187
122646,168893,166111
197793,157357,227729
227355,214202,570
9351,8380,28677
30887,227264,63062
169100,38541,50133
175272,39086,50265
9412,4280,211676
3874,49828,52239
60067,209022,227988
9253,60057,1546
54436,10423,8063
51592,231348,60060
42345,231387,215320
231724,172798,1811
164034,162264,106736
215290,227929,97425
215330,121938,39745
214937,175277,193826
227031,92187,1521
5944,228331,89958
35490,200652,209980
218515,4486,51680
209963,122326,118430
4472,174818,110595
61237,181123,184287
208867,163057,23323
182552,215296,229993
171092,208706,215002
227808,136259,17532
208093,215028,221350
118775,214736,34453
55669,221606,17660
1034,9235,93070
227304,60066,169285
208601,153634,50845
170229,139129,79213
35439,173839,45408
170451,198057,64213
35653,172548,49828
929,11339,45859
125293,224855,59686
9301,215130,219355
48325,214514,170197
208726,11578,44195
33168,36489,53082
60165,227262,228229
227236,1035,132704
112664,153633,1164
223055,175619,75867
9285,205528,30124
48319,157349,60189
168483,35534,183701
218007,215097,175136
50052,125451,63267
215208,163138,232207
209956,175403,66227
223993,42025,28910
204485,168253,1353
227389,210764,74124
10496,171980,45609
60116,211395,145000
45845,197882,42287
209969,60027,26604
227312,225235,68055
221946,168256,181123
227416,132621,39521
224496,227368,10219
50218,161039,223969
125402,215326,207951
125421,168282,64973
225311,35746,21858
176888,64908,89900
36420,58111,146954
8153,219476,106528
175212,226561,135611
227390,151529,227085
214496,65037,85446
58942,228990,6263
225341,68721,4237
214379,9255,223649
35872,196859,194317
64926,34222,225657
46860,4553,18165
40986,212203,33357
124920,159735,227649
223940,35532,10558
196859,4154,160854
228348,9376,1515
215111,226904,14395
35611,116235,9289
55043,143139,165703
227050,36977,86561
171022,42154,57426
123964,168473,171127
223139,143717,139691
163044,50078,34165
51223,39259,15404
35970,214670,196256
35453,7922,35534
209928,214582,55061
163983,6134,45877
200667,46860,7405
8123,9803,73554
214936,169280,110281
203996,205118,66713
140988,209996,177539
225359,214524,13117
152798,227670,39975
131952,168435,39770
184171,4316,58818
60396,65051,214700
140063,65239,139450
164052,227399,222074
223939,41310,1284
217934,232133,165791
227439,204322,35526
35637,229142,87530
35874,227982,73886
169267,153574,116224
218090,151506,227952
3529,11960,45231
164198,60212,11995
155485,9270,46185
221269,60148,56670
55667,225909,168411
170889,218202,184150
221346,116241,33146
206667,205552,158196
42183,227217,229990
157357,43485,54323
214364,206107,59302
43426,30597,206244
48506,224209,6296
229655,9322,15697
223425,11540,20063
64770,58275,131107
217966,208609,56744
231361,4087,5006
227107,60960,23699
216305,220822,195680
35488,208733,181184
65119,227333,223057
6659,229465,143320
156147,32948,61225
168310,223309,150373
56856,223924,67836
223858,140325,42411
7412,9360,55791
124466,174817,179305
45673,227949,43973
57595,55276,161543
58207,224760,168320
9459,52510,212054
10711,169127,165654
60027,182648,177539
157018,48091,30239
33503,52499,43874
172719,208483,107542
55010,175149,212304
183435,32854,174409
206110,57333,158332
40220,42816,231020
168352,9310,215225
228343,217284,110264
127866,129845,124926
125471,30838,214236
39987,36492,42391
227191,225316,18729
222680,226652,58464
55693,214717,28527
228432,55107,151500
55070,10746,122530
227194,171124,76789
161039,43117,227810
223934,175180,227375
42156,223978,220936
227364,55736,18762
128495,39173,27571
55276,68690,118128
60236,171092,228161
9874,227743,44627
5003,4554,214972
35727,58812,126810
46876,32780,66615
56569,225314,165722
64340,215316,130158
227205,214549,44279
209915,42112,225276
9439,58598,125392
11232,181621,21275
142957,223956,1775
175246,210752,205729
215078,205123,166362
65371,200634,209836
174818,184660,44634
11838,154495,200650
214725,205503,48542
68690,48320,222424
214764,227948,133474
209990,214587,9412
224420,227279,9295
59168,59514,225321
205195,206789,151534
55663,39636,131282
124921,170091,81084
175424,11410,178096
200646,149279,44384
35549,153831,205714
151515,8096,225445
227128,209856,165803
209845,169271,23351
145595,55042,146594
41561,32779,153584
184642,129312,157087
215289,229969,124327
35542,50242,60297
228873,60224,115481
37516,215218,157258
43331,59428,29745
210194,215065,181133
205731,223637,125461
8938,208728,8068
214519,184835,63051
206969,57937,194724
179307,168279,205487
175278,35941,23614
54401,228986,44909
60042,161238,27529
213958,11232,41586
10752,223854,65716
7932,121937,228181
231384,168301,35575
215165,223979,223803
163032,172728,54936
205651,228455,60047
35500,4150,125408
223401,214981,17091
7989,48408,224376
57937,168630,42585
227180,214686,50282
133370,43064,49844
204767,161708,3814
222919,40154,38803
154449,8096,165784
204497,74077,45876
231713,2880,20749
177719,57616,150836
210195,206986,53702
209904,69231,30217
226787,9399,39867
219476,69168,17418
60116,205716,125672
223648,32637,215861
175178,175254,44459
55045,35872,148094
191359,35127,138869
148726,34262,43259
9331,205698,170273
171146,37488,159682
169086,30824,140231
10051,197924,204497
125421,35544,1289
208691,183533,108997
212319,204490,205514
223927,9355,218795
131314,191379,6618
37153,196600,2725
33851,227079,205470
9368,163248,176317
171705,194756,175182
60097,143443,137162
59469,225320,74428
206925,18423,44275
223665,224494,98211
56318,169562,9294
214995,35875,9442
9331,227285,44730
60300,60233,146570
157147,225401,3743
32785,43241,184392
221194,218187,72259
214435,9371,45302
197998,60227,223631
157238,121937,57616
144162,163493,165711
42384,214711,87643
172747,4470,183706
50069,55110,133925
33928,191400,60147
59507,64738,30216
214705,8379,220810
149368,175257,7213
4140,219574,928
223866,69030,172811
42826,173719,211372
215375,172727,39142
172749,200640,228452
223994,164043,30065
59511,128901,228429
170963,144976,36345
60173,175142,23228
223997,41377,44460
50089,10337,20174
54705,55158,175132
223916,11618,44632
5736,35663,75467
171135,142165,228766
6545,7638,30296
227055,157381,229985
169273,8040,226809
228392,74262,17375
157206,227131,69800
215093,34452,42106
205439,131689,1733
168272,9382,145628
9394,164041,26798
221711,7446,227774
205552,215159,110742
11574,139544,140254
172395,119624,87213
8096,40134,39966
117835,172800,39866
42873,205733,20963
59526,35705,32503
175277,204767,214721
226406,206971,76571
36984,175215,64840
64963,6110,148324
223805,10364,196259
55686,209850,53385
214758,227306,61216
206999,204934,50569
228967,215268,222983
226318,47652,69300
174086,175170,177789
929,59997,23664
125410,207523,1444
227948,168482,215070
224771,228407,1298
36492,153633,200655
64963,209925,76209
133706,35513,214969
214976,206948,125705
229452,6553,225522
208591,209897,4913
214740,169280,229088
9327,60128,120746
9307,65492,214987
214202,42146,112506
153463,215361,65239
227161,59999,11234
131337,215256,46087
122808,206960,143435
226630,170457,8128
215226,142346,86366
214476,223860,65385
229451,35657,126132
223251,223717,228340
214762,64859,157351
172714,208624,21442
227659,11270,174821
174422,227827,182226
223992,227175,44815
147952,227812,229448
196209,43335,153812
58208,123607,67510
58849,204768,228975
215247,36484,220580
226851,11888,227774
156230,209934,4759
214623,65143,43515
219693,204498,73731
163032,231772,200493
56656,35470,76040
208693,142167,172883
214449,183526,61749
227271,223035,6325
209230,122121,212371
42025,9336,17952
171751,35550,152384
155494,129312,25365
216283,57701,9878
197630,59513,226782
35706,227945,217949
214531,11292,21202
223061,223403,81882
30467,124444,172689
214600,205121,22724
148265,65170,161571
214493,227384,206462
205198,116600,1500
6334,61657,227241
225868,195147,71728
205698,214518,4419
194481,8938,171021
11640,212318,152520
215292,11345,72869
164048,206789,150850
226568,205510,177396
219078,64870,26827
215234,9410,12427
37032,63526,24145
52228,215227,214984
210063,51618,227277
168430,8687,221109
154640,35599,93000
60208,228782,33931
60392,214612,67464
168628,64846,7942
9439,123396,210186
206987,215277,177437
11097,55027,39875
43074,168265,230099
163005,65352,230004
205697,34265,21743
132982,214619,2582
70229,168265,86789
210184,42332,147022
214152,170496,5971
183332,184237,214649
215900,139622,54159
227325,4109,37535
227943,59691,74403
215312,68820,143644
39184,168453,68751
214354,214627,228873
168329,35664,165776
123613,61206,209979
169260,59741,75467
129855,200081,227392
214699,60154,15144
228425,7916,224511
227205,59496,174872
34192,175236,72983
8063,125440,41935
3106,65371,139250
231052,9440,110412
59495,160674,24616
228961,122880,160864
205480,8178,168461
227028,204489,165760
173293,139228,5177
117826,215078,61822
69095,227338,35448
75953,209935,176454
220729,217745,161146
143650,35724,214352
226321,225082,54444
35720,215275,45961
214687,56856,29408
160943,38157,124933
153831,214583,59989
223993,35449,171124
223427,205758,165709
69232,33744,232206
47822,42943,44698
157376,175255,55616
200649,9403,65437
164048,7992,123547
168330,206952,168828
163025,209861,50793
171022,164745,1059
205465,209928,228994
55148,59137,194466
18567,208525,229361
42874,205550,49887
60143,216228,35796
168324,228416,218946
9437,194559,74655
197882,215064,133913
208482,172786,8260
134860,174422,64079
229453,10105,227617
41302,35182,215848
209877,198220,10335
54726,9420,1215
225376,42138,89498
55018,191369,39539
128901,56569,17487
9325,944,16511
227209,168492,16666
65483,205123,44793
226898,39807,130862
215362,227359,227273
43240,9407,122941
226419,228990,36341
6121,95382,231369
8010,225241,143704
214139,6263,152804
65138,59997,20726
49690,49405,205530
35860,162971,143833
228351,5739,168434
122326,168273,16721
7894,9435,26953
38382,58698,86289
205557,7988,61253
6285,30655,87140
229656,56316,49373
214389,35620,218139
102719,205424,147243
60232,219066,224138
116236,650,172704
223384,180454,221680
33490,60229,1816
223637,58775,79089
36515,6024,118801
7749,205876,214132
119728,172762,218284
205668,206974,175243
162323,168374,168454
223421,168291,41377
221249,60024,76262
61681,165302,50911
11343,55057,207836
214365,35806,61391
38521,226726,182961
9160,231354,206962
159679,227315,9393
43205,41952,41726
215363,161176,76869
211388,206967,165749
215306,223729,131502
213736,214933,33927
228965,40078,223046
64931,6101,34146
214201,228341,42937
134221,175629,50399
153892,168346,44586
35794,9356,33254
154395,227321,123237
40154,218089,50686
163048,43079,46090
215157,33362,133467
158293,139679,217113
43079,221606,85681
125442,225370,228174
204089,36489,80468
215320,180056,27746
5004,223062,59677
10571,7912,143968
209891,227984,133974
204485,58486,170007
209845,64938,9304
55056,111251,216274
57676,146708,165779
226527,209939,122418
227985,218448,76731
65411,48091,15510
33629,197794,225320
207523,163138,62222
35539,214145,1751
6318,214517,179582
169290,49285,224923
227277,168397,34066
42080,205555,150742
223636,155490,229476
6125,132622,215085
9244,191372,68959
11345,33925,204691
215085,215232,166352
9361,59531,214534
227351,133234,74211
231346,35157,226729
224204,111151,46615
50038,134217,169126
214512,175169,48539
42825,150792,4694
157358,60036,48378
35662,205100,63769
205206,148303,52405
214517,226567,7757
215021,142290,133139
9152,215094,131873
36942,64644,74875
225312,215349,133938
34347,170907,142945
64751,223252,109734
34327,133427,227078
64604,209896,72970
2785,155516,209998
226557,205517,46514
215041,226554,50449
111471,10568,71697
45668,206116,24164
170972,227217,84783
61675,205489,156940
3114,218015,56065
214945,8089,9778
3288,209949,50492
7929,131492,36814
168340,212325,34064
60036,214511,95422
225340,214580,4183
169624,227419,216324
151439,9280,217276
60239,223421,224045
10766,35514,75439
225361,214651,89196
35448,170914,229558
220818,191363,29628
206109,54049,225173
10743,111471,169161
214999,227054,51184
58694,227079,219314
50052,225180,17278
205531,64902,68912
226831,223656,50084
60115,229461,228080
214666,215111,41959
162869,217955,25558
227984,227185,1652
225433,55464,12861
222070,55028,227649
56318,127163,165656
221253,8097,231554
35753,215091,372
222706,49989,227031
175264,214490,22581
65420,205199,8120
10938,155513,21549
10832,4089,37131
8801,227272,38997
170889,215104,42024
175191,148630,39707
7984,35952,53366
204690,197978,25518
228416,168345,225388
229358,47124,43429
